Stall_no,Market_Category,Loyalty_customer,Product_Category,Grade,Demand,Discount_avail,charges_1,charges_2 (%),Minimum_price,Maximum_price,Selling_Price,month,year,weekday,No_of_Week
6.0,123,0,10,0,97,0.0,368.0,12.0,843.0,5775.4609375,2527.206528,8,2015,5,34
8.0,469,1,9,2,90,0.0,614.0,8.0,3522.0,5149.0,4881.647232,9,2015,2,39
7.0,152,1,2,0,70,0.0,138.0,5.0,1847.0,2620.0,2348.8938,9,2015,3,39
35.0,220,0,7,0,56,0.0,262.0,5.0,3291.0,4867.0,4315.244544,5,2015,3,19
14.0,452,1,3,0,25,0.0,201.0,6.0,4945.0,7020.0,6171.622275,8,2015,5,33
44.0,23,1,4,0,83,0.0,236.0,12.0,1366.0,2428.0,2104.531968,8,2015,4,34
45.0,73,0,8,0,87,,208.0,8.0,1133.0,1608.0,233.528064,5,2015,1,19
15.0,146,0,3,2,9,0.0,297.0,8.0,1465.0,2502.0,2281.861791,9,2015,1,39
36.0,443,1,5,0,17,0.0,289.0,,4651.0,6468.0,5856.81426,5,2015,4,19
20.0,24,1,1,0,50,0.0,135.0,8.0,6092.0,8082.0,7181.412912000001,11,2015,5,47
40.0,451,1,10,0,77,0.0,389.0,15.0,3142.0,4511.0,4179.0276,1,2016,3,3
11.0,175,0,2,2,29,0.0,125.0,7.0,6889.0,10059.0,8583.417675,3,2016,2,13
4.0,1,1,10,0,51,0.0,393.0,16.0,1771.0,6333.783203125,3070.532016,11,2015,2,46
5.0,451,1,2,0,97,1.0,120.0,7.0,5313.0,6901.0,921.2309568,11,2015,4,46
22.0,23,1,7,2,88,0.0,257.0,13.0,2091.0,4334.0,3423.6590079999996,8,2015,2,34
42.0,449,0,1,0,78,0.0,115.0,14.0,3458.0,4869.0,4241.4867,9,2015,1,39
12.0,108,0,10,0,47,0.0,387.0,,2457.0,5460.0,4323.193343999999,11,2015,2,47
45.0,55,0,9,0,32,0.0,602.0,16.0,3963.0,5451.0,5303.238675,1,2015,6,3
2.0,115,0,8,0,72,0.0,234.0,9.0,1422.0,2006.0,1930.0446,9,2015,3,39
25.0,447,1,4,0,83,0.0,236.0,17.0,3022.0,4399.0,3895.889536,9,2015,3,39
6.0,441,0,8,0,56,0.0,210.0,9.0,2406.0,3928.0,3358.21896,9,2015,3,39
4.0,192,1,2,1,33,0.0,102.0,6.0,1767.0,5645.0,3800.69445,3,2016,1,13
37.0,471,0,1,2,59,0.0,165.0,14.0,2363.0,5056.0,3854.859984,3,2016,1,13
38.0,101,0,4,0,41,0.0,216.0,12.0,814.0,1099.0,1166.1386400000001,3,2016,1,13
28.0,469,1,7,0,91,0.0,339.0,14.0,5281.0,6822.0,6306.824832,5,2015,5,19
6.0,55,0,2,0,47,0.0,116.0,7.0,1029.0,2821.0,2029.27896,8,2015,3,34
5.0,451,1,10,0,75,0.0,386.0,12.0,4786.0,6722.0,6085.431,9,2015,5,39
18.0,101,0,8,0,2,0.0,204.0,4.0,1906.0,2806.0,2560.6839059999998,3,2016,5,9
43.0,104,1,2,0,59,0.0,128.0,8.0,724.0,2764.0,1861.41024,9,2015,4,39
18.0,23,1,1,2,74,0.0,134.0,13.0,1584.0,5190.0,3490.1459999999997,9,2015,2,39
37.0,93,0,7,2,99,0.0,333.0,13.0,3137.0,5416.0,4548.603136,3,2016,6,9
15.0,456,1,7,0,96,1.0,253.0,12.0,2861.0,8510.0,878.9561087999999,2,2016,5,7
9.0,449,1,9,0,94,0.0,538.0,9.0,6364.0,8777.0,7998.449536,8,2015,2,34
48.0,443,0,6,0,84,0.0,146.0,2.0,2582.0,4126.0,3450.2603520000002,9,2015,1,39
26.0,456,0,5,0,24,0.0,208.0,11.0,2620.0,8533.0,5776.153425,2,2016,6,5
21.0,447,1,6,0,12,0.0,162.0,10.0,4263.0,5876.0,5236.046343,9,2015,1,39
6.0,294,1,8,2,49,0.0,259.0,6.0,3740.0,21952.0,13028.788656,3,2016,0,13
13.0,186,0,3,2,31,1.0,297.0,8.0,2893.0,4029.0,562.70521125,11,2015,0,45
17.0,103,1,8,0,54,0.0,251.0,5.0,10348.0,22277.8125,12185.5104,11,2015,2,47
35.0,74,0,7,0,26,1.0,303.0,12.0,3384.0,4302.0,621.03502125,9,2015,2,39
25.0,437,1,8,0,38,0.0,221.0,2.0,3244.0,4580.0,4123.44555,8,2015,4,34
44.0,113,0,10,0,24,0.0,363.0,11.0,1995.0,3774.0,3242.543325,9,2015,5,39
4.0,358,0,2,3,13,0.0,146.0,6.0,3861.0,12750.0,8455.634352,3,2016,2,10
16.0,23,1,10,2,52,0.0,389.0,12.0,603.0,3028.0,2192.557248,11,2015,4,47
32.0,23,1,3,2,25,0.0,285.0,,1801.0,7853.0,5104.995525,11,2015,1,47
18.0,57,1,1,0,90,0.0,101.0,17.0,2452.0,7508.509765625,3701.61792,9,2015,5,39
24.0,454,1,4,0,86,0.0,228.0,15.0,1267.0,3371.0,2513.753088,8,2015,4,34
45.0,57,1,6,0,15,0.0,135.0,10.0,5060.0,7921.0,6631.326801,3,2016,1,10
20.0,437,1,8,0,31,0.0,253.0,4.0,4854.0,6878.0,6106.046625,5,2015,5,19
30.0,23,0,2,2,95,0.0,100.0,6.0,1290.0,7417.0,4391.942016,3,2016,4,9
5.0,443,1,5,0,38,0.0,201.0,16.0,4414.0,6764.0,5784.44265,1,2016,0,1
40.0,63,1,10,1,88,0.0,398.0,13.0,4003.0,7575.0,6105.328768,11,2015,0,47
32.0,455,0,10,0,52,0.0,368.0,11.0,888.0,4954.0,3271.139856,1,2016,6,53
4.0,51,1,9,1,21,0.0,635.0,12.0,3437.0,7339.0,6014.396325,3,2016,1,13
37.0,450,1,2,0,42,0.0,144.0,8.0,2773.0,4281.0,3650.307552,5,2015,2,19
46.0,14,1,2,0,85,0.0,136.0,5.0,3172.0,4178.0,3757.935104,9,2015,4,39
7.0,447,0,4,0,37,0.0,287.0,,3318.0,8458.0,6167.193375,11,2015,1,47
9.0,3,1,6,0,63,0.0,138.0,3.0,2303.0,4193.0,3353.1003,3,2016,0,13
18.0,2,1,9,1,97,0.0,649.0,5.0,5059.0,8789.0,7467.358976,5,2015,1,19
8.0,441,0,2,2,95,0.0,132.0,5.0,6088.0,7959.0,7055.920256,8,2015,0,34
7.0,190,0,7,0,31,0.0,290.0,8.0,11332.0,16687.0,14274.933225,3,2016,2,13
38.0,441,1,7,0,94,0.0,289.0,14.0,2952.0,4496.0,3960.3477759999996,9,2015,4,39
35.0,443,0,7,0,7,0.0,329.0,13.0,9584.0,13609.0,11939.385942,11,2015,4,47
14.0,397,1,7,0,33,0.0,324.0,16.0,735.0,2830.0,2104.076625,9,2015,1,39
11.0,186,0,9,2,81,0.0,537.0,5.0,2830.0,3693.0,3745.408128,10,2015,2,43
47.0,93,1,4,2,91,0.0,295.0,12.0,2916.0,5535.0,4460.401792000001,1,2016,1,4
49.0,23,1,7,2,53,0.0,311.0,8.0,4642.0,19695.0,12409.298928,3,2016,0,13
39.0,268,1,7,2,92,0.0,312.0,16.0,671.0,2730.0,1986.200832,9,2015,2,39
15.0,83,1,5,0,64,1.0,202.0,16.0,1537.0,5653.0,564.708375,11,2015,5,47
2.0,451,0,1,0,35,0.0,159.0,15.0,6022.0,7176.0,6750.98025,11,2015,2,47
33.0,23,0,5,2,72,0.0,295.0,10.0,1214.0,4584.0,3164.9309999999996,9,2015,5,39
30.0,1,0,2,0,87,0.0,108.0,6.0,1014.0,3036.0,2103.487232,9,2015,3,39
42.0,62,0,6,0,46,0.0,116.0,5.0,1958.0,8268.0,5198.0780159999995,3,2016,1,11
18.0,350,0,8,1,50,0.0,200.0,9.0,4648.0,7185.0,6082.640352,5,2015,3,19
27.0,76,1,4,0,85,0.0,236.0,16.0,4039.0,5304.0,4844.194432,8,2015,5,33
36.0,320,0,10,0,79,0.0,379.0,14.0,1406.0,4383.0,3244.7745,5,2015,1,19
14.0,268,0,1,2,79,0.0,129.0,11.0,2097.0,4036.0,3166.8813,2,2016,6,8
37.0,453,0,5,0,98,0.0,270.0,16.0,3726.0,5323.0,4732.5949439999995,9,2015,3,39
8.0,441,0,2,2,73,0.0,135.0,5.0,3806.0,6017.0,4998.4704,5,2015,3,19
34.0,113,1,7,0,60,0.0,285.0,8.0,4782.0,11802.0,8390.498325,3,2016,5,12
16.0,186,1,10,2,44,0.0,363.0,13.0,2232.0,3110.0,3018.030192,11,2015,3,46
31.0,55,0,5,0,35,0.0,209.0,10.0,1217.0,3689.0,2657.788875,9,2015,4,39
9.0,256,1,9,0,7,0.0,618.0,6.0,1588.0,6727.0,4777.512201,3,2016,1,13
28.0,283,1,4,0,81,1.0,209.0,17.0,4692.0,9830.0,1106.1891455999998,8,2015,5,33
40.0,108,1,7,0,65,0.0,272.0,15.0,1069.0,2290.0,1934.4798,9,2015,5,39
5.0,451,1,3,0,96,0.0,204.0,7.0,4675.0,6716.0,5818.479744,9,2015,4,39
21.0,443,1,2,0,82,0.0,114.0,6.0,4969.0,6793.0,5912.151168,11,2015,4,46
29.0,115,1,3,0,34,0.0,339.0,13.0,1142.0,1994.0,1904.2674,9,2015,1,39
38.0,452,0,8,0,18,0.0,203.0,3.0,3799.0,5113.0,4659.873965999999,1,2016,2,1
30.0,447,1,9,0,35,1.0,566.0,10.0,4419.0,6159.0,876.84589125,7,2015,4,30
3.0,116,0,8,0,32,1.0,219.0,4.0,1419.0,1889.0,280.3463775,8,2015,3,34
20.0,443,0,4,0,76,1.0,271.0,14.0,3630.0,5483.0,717.83118,9,2015,5,39
45.0,162,0,9,1,60,1.0,,7.0,4780.0,6684.0,920.51321625,5,2015,3,19
3.0,452,1,5,0,63,0.0,240.0,16.0,5497.0,7930.0,6894.5976,12,2015,5,49
16.0,358,0,5,3,7,0.0,275.0,11.0,894.0,2520.0,1983.681612,5,2015,3,19
48.0,3,0,8,0,24,0.0,272.0,4.0,2839.0,6179.0,4770.843,5,2015,2,19
22.0,65,0,1,2,90,0.0,109.0,6.0,822.0,2216.0,1605.453696,9,2015,1,39
23.0,452,1,4,0,91,1.0,,16.0,5251.0,6914.0,939.7050432,8,2015,5,33
45.0,452,0,8,0,85,0.0,264.0,6.0,6883.0,8720.0,7953.969408,3,2016,3,11
9.0,115,1,3,0,29,0.0,293.0,12.0,1840.0,2331.0,2375.0475,2,2016,4,5
44.0,451,0,1,0,7,0.0,136.0,12.0,4861.0,6448.0,5796.710271,9,2015,3,39
27.0,450,0,1,0,84,0.0,167.0,15.0,2310.0,3005.0,2787.759744,10,2015,4,43
16.0,441,0,7,2,93,0.0,281.0,16.0,6335.0,9163.0,7926.589440000001,8,2015,2,34
17.0,27,0,10,0,39,0.0,388.0,15.0,6175.0,10152.0,8542.340625,3,2016,2,13
6.0,94,1,2,2,45,0.0,140.0,9.0,1391.0,9933.0,5769.934560000001,12,2015,3,49
42.0,234,1,7,0,57,0.0,337.0,14.0,15106.0,19763.0,17682.016175999997,3,2016,0,13
40.0,62,1,3,0,27,0.0,337.0,7.0,2576.0,8962.0,6094.7649,3,2016,0,13
27.0,294,1,2,2,32,0.0,120.0,5.0,1097.0,3879.0,2602.7169,1,2016,3,1
28.0,469,0,6,0,56,0.0,189.0,,4319.0,6116.0,5373.458352000001,5,2015,2,19
12.0,443,1,10,0,86,0.0,360.0,11.0,3428.0,4996.0,4510.726528,9,2015,4,39
39.0,14,1,4,0,9,0.0,251.0,16.0,5413.0,7053.0,6493.320603,3,2016,4,11
37.0,65,0,5,2,18,1.0,212.0,16.0,2991.0,4892.0,623.90910285,1,2016,2,1
11.0,137,0,5,0,76,0.0,292.0,12.0,5551.0,14875.0,10412.0874,3,2016,3,11
39.0,80,1,1,0,95,0.0,114.0,11.0,3057.0,4857.0,4016.66496,8,2015,6,33
7.0,358,0,8,3,94,0.0,258.0,4.0,4391.0,11054.0,7868.626304,3,2016,5,10
10.0,12,0,3,0,65,0.0,240.0,14.0,6094.0,7557.0,7004.3094,3,2016,1,13
19.0,451,0,4,0,77,1.0,222.0,12.0,5196.0,6388.0,894.111075,11,2015,6,46
30.0,3,0,8,0,30,0.0,202.0,1.0,1724.0,2975.0,2545.350675,9,2015,2,39
26.0,14,0,6,0,72,0.0,177.0,4.0,5269.0,7340.0,6419.1798,11,2015,1,47
19.0,294,0,4,2,13,1.0,234.0,17.0,1082.0,3638.0,389.66252985,12,2015,0,50
42.0,452,0,1,0,14,0.0,151.0,8.0,3094.0,4401.0,3901.10985,9,2015,2,39
27.0,173,1,7,0,14,0.0,335.0,6.0,7396.0,11269.0,9672.13269,9,2015,4,39
49.0,449,1,6,0,11,0.0,132.0,6.0,683.0,987.0,967.40325,8,2015,0,34
31.0,58,1,8,0,86,0.0,213.0,9.0,2545.0,3365.0,3125.002496,8,2015,6,34
1.0,268,1,9,2,86,0.0,553.0,8.0,1820.0,5316.0,4064.4665600000003,3,2016,1,13
25.0,17,1,6,0,33,0.0,138.0,10.0,9451.0,15434.0,12561.45765,5,2015,4,19
14.0,256,0,4,0,51,0.0,214.0,13.0,1825.0,13834.0,8002.136448,11,2015,4,47
2.0,14,1,3,0,4,0.0,251.0,11.0,3166.0,4159.0,3917.138247,8,2015,5,34
37.0,65,1,4,2,85,0.0,221.0,12.0,4496.0,10592.6337890625,5631.304448,5,2015,5,19
25.0,65,1,1,0,73,,139.0,16.0,1245.0,2872.0,2178.7821,9,2015,2,39
46.0,403,1,6,0,54,0.0,102.0,1.0,1947.0,3201.0,2659.1319359999998,8,2015,4,34
14.0,23,0,5,0,34,0.0,261.0,16.0,6892.0,10138.0,8767.64595,5,2015,4,19
22.0,454,1,1,0,52,0.0,151.0,17.0,2797.0,5545.0,4301.3838240000005,1,2015,5,5
31.0,55,1,10,0,90,0.0,367.0,17.0,1367.0,3359.0,2694.6501120000003,9,2015,2,39
21.0,446,0,2,0,76,0.0,123.0,7.0,4940.0,6699.0,5887.1043,5,2015,2,19
35.0,116,0,8,0,66,0.0,248.0,5.0,3019.0,3909.0,3676.5927,3,2016,1,13
32.0,76,0,5,0,33,0.0,254.0,16.0,5445.0,8087.0,7013.252925,8,2015,2,34
34.0,62,1,8,0,71,0.0,274.0,6.0,1690.0,7718.0,4931.0118,3,2016,2,13
48.0,58,1,5,0,27,0.0,284.0,13.0,7810.0,10672.0,9513.167475,3,2016,0,13
33.0,163,0,4,0,13,0.0,200.0,16.0,962.0,1214.0,1289.611026,9,2015,2,39
32.0,469,0,5,0,97,0.0,299.0,14.0,5719.0,7554.0,6844.785024,3,2016,3,11
7.0,3,1,6,0,45,0.0,144.0,7.0,3194.0,3977.0,3708.125136,11,2015,5,45
39.0,437,1,3,0,6,0.0,325.0,9.0,5181.0,6690.0,6265.213416,8,2015,2,34
25.0,268,0,3,2,54,0.0,294.0,9.0,2697.0,3836.0,3540.6339840000005,3,2016,6,10
28.0,452,0,8,0,37,0.0,270.0,7.0,4422.0,6006.0,5473.930875,2,2016,2,8
22.0,146,0,6,2,98,0.0,195.0,9.0,1594.0,4031.87939453125,2243.590272,8,2015,6,34
41.0,121,0,6,0,63,0.0,181.0,6.0,1546.0,4713.0,3279.2562,3,2016,0,10
34.0,23,1,10,2,41,0.0,392.0,13.0,1585.0,6549.0,4435.718543999999,2,2016,6,7
1.0,23,1,3,0,96,1.0,273.0,,4624.0,6540.0,866.5109376,8,2015,6,33
16.0,58,1,6,0,16,0.0,162.0,2.0,6299.0,8936.0,7780.241898,3,2016,6,12
27.0,3,0,8,0,56,0.0,208.0,6.0,3603.0,4410.0,4189.91184,3,2016,1,10
10.0,437,0,10,0,4,0.0,353.0,16.0,3700.0,5706.0,5063.013648,2,2015,6,6
6.0,350,0,6,1,85,0.0,163.0,4.0,5061.0,8226.0,6711.108095999999,5,2015,4,19
24.0,423,0,4,0,76,0.0,286.0,14.0,2757.0,7460.0,5347.6335,2,2015,6,6
4.0,358,1,2,3,94,0.0,147.0,5.0,2630.0,12395.0,7552.909056,5,2015,1,19
35.0,121,1,6,0,85,1.0,108.0,11.0,1140.0,3615.0,367.8436608,1,2016,6,53
7.0,2,1,4,1,48,0.0,256.0,15.0,2303.0,3795.0,3288.388752,9,2015,1,39
29.0,447,1,2,0,97,0.0,147.0,6.0,4845.0,6179.0,5580.772736,7,2015,4,30
43.0,198,0,6,0,18,0.0,102.0,1.0,2260.0,3221.0,2842.4857230000002,9,2015,3,39
15.0,74,1,7,0,18,0.0,298.0,14.0,5344.0,8127.0,7042.225707,3,2016,1,13
30.0,294,0,4,2,63,0.0,294.0,15.0,1870.0,3645.0,3025.0836,2,2016,5,5
3.0,167,0,7,0,20,0.0,321.0,11.0,4383.0,5996.0,5392.095275,5,2015,3,19
39.0,65,1,7,2,15,0.0,329.0,10.0,3373.0,4841.0,4439.665989,8,2015,4,34
45.0,14,0,6,0,93,0.0,105.0,2.0,7023.0,9037.0,8019.442816,11,2015,4,47
6.0,14,1,7,0,72,0.0,290.0,16.0,2998.0,3825.0,3669.8904,1,2016,6,53
36.0,441,0,6,0,36,0.0,136.0,7.0,2837.0,4234.0,3664.785075,9,2015,4,39
1.0,141,1,10,0,47,1.0,386.0,16.0,4030.0,5410.0,762.1234919999999,5,2015,5,19
22.0,454,1,6,0,28,0.0,164.0,4.0,2239.0,5050.0,3800.4351,12,2015,4,49
9.0,451,1,9,0,55,0.0,638.0,12.0,4984.0,6551.0,6371.380512,11,2015,3,46
12.0,104,0,9,0,88,0.0,534.0,5.0,2034.0,4610.0,3802.109696,11,2015,4,47
39.0,358,0,2,3,82,0.0,107.0,5.0,2093.0,17625.0,9827.348608,3,2016,2,13
21.0,3,0,8,0,82,0.0,226.0,1.0,2844.0,4030.0,3610.587904,10,2015,5,42
42.0,40,0,6,0,23,0.0,179.0,9.0,2671.0,6676.0,4844.568225,3,2016,2,13
49.0,55,1,8,0,23,1.0,232.0,7.0,2261.0,5795.0,637.8244425,2,2016,5,5
14.0,451,1,10,0,1,1.0,357.0,16.0,5220.0,6792.0,955.79591085,11,2015,3,46
2.0,58,0,6,1,47,0.0,126.0,2.0,3109.0,3972.0,3643.739856,9,2015,4,39
48.0,149,1,6,0,28,0.0,140.0,2.0,3126.0,4647.0,4017.2118,8,2015,5,34
5.0,447,1,4,0,50,1.0,205.0,17.0,3550.0,5084.0,675.0528336,5,2015,4,19
47.0,23,0,6,1,34,0.0,137.0,7.0,5726.0,9735.0,7853.227725,8,2015,3,34
48.0,430,1,5,2,15,0.0,206.0,11.0,5517.0,7904.0,6923.187612000001,5,2015,5,19
17.0,14,0,3,0,17,0.0,284.0,13.0,3479.0,4378.0,4217.188239,2,2016,1,8
23.0,38,1,10,3,64,0.0,377.0,12.0,5085.0,10584.0,8138.691,3,2016,1,13
14.0,358,1,2,3,73,1.0,107.0,6.0,3144.0,9830.0,979.7866650000001,1,2016,6,53
42.0,113,1,8,0,74,0.0,217.0,6.0,1001.0,4116.0,2749.2696,9,2015,2,39
1.0,358,1,4,3,81,0.0,298.0,12.0,9989.0,17929.0,14068.208,3,2016,6,12
27.0,447,1,9,0,44,0.0,513.0,11.0,2098.0,6627.7314453125,3440.0816640000003,9,2015,5,39
44.0,446,1,10,0,50,0.0,391.0,,4267.0,5863.0,5428.63296,9,2015,5,39
43.0,471,1,10,2,95,1.0,388.0,11.0,2376.0,3378.0,483.1647744,12,2015,5,49
30.0,179,0,2,0,13,0.0,130.0,6.0,2788.0,3578.0,3314.578509,3,2016,5,9
8.0,471,0,6,2,14,0.0,153.0,7.0,2258.0,3099.0,2833.086663,1,2016,1,1
16.0,55,0,5,0,38,0.0,235.0,17.0,2454.0,4875.0,3895.965675,3,2016,2,13
18.0,460,0,9,3,4,0.0,501.0,9.0,346.0,485.0,916.778313,9,2015,1,39
6.0,65,0,3,2,29,0.0,341.0,13.0,3696.0,6470.0,5417.033475,11,2015,1,47
35.0,58,0,1,0,94,0.0,101.0,7.0,4558.0,6058.0,5334.7768320000005,1,2016,6,53
44.0,423,1,9,0,10,0.0,510.0,11.0,4661.0,8169.0,6931.366794,5,2015,5,19
7.0,162,0,3,1,71,0.0,313.0,14.0,4178.0,5823.0,5267.295,12,2015,5,49
11.0,58,0,3,0,40,0.0,334.0,11.0,5456.0,7383.0,6608.4474,3,2016,2,11
23.0,458,1,4,0,98,0.0,277.0,17.0,9056.0,15003.0,12149.441920000001,5,2015,3,19
7.0,452,1,10,0,23,1.0,384.0,16.0,3966.0,5937.0,799.5092175,11,2015,5,46
9.0,24,1,5,0,71,0.0,247.0,13.0,4643.0,6105.0,5571.7101,8,2015,5,33
6.0,294,0,9,2,5,0.0,559.0,9.0,1232.0,4391.0,3372.692697,1,2016,2,1
24.0,235,1,5,2,2,,297.0,15.0,3132.0,6194.0,744.97399515,5,2015,1,19
30.0,358,1,5,3,48,1.0,299.0,17.0,2418.0,11873.0,1111.339116,2,2016,3,8
4.0,1,0,5,0,54,1.0,241.0,11.0,935.0,1542.0,220.7073744,8,2015,2,34
4.0,113,1,6,0,54,0.0,199.0,8.0,4644.0,7817.0,6393.299328,11,2015,2,47
22.0,458,0,10,0,2,0.0,363.0,13.0,8550.0,13443.0,11372.662620000001,5,2015,4,19
16.0,235,0,8,2,72,1.0,291.0,3.0,1827.0,5556.0,591.5660849999999,12,2015,5,49
3.0,3,0,7,0,85,0.0,336.0,14.0,4047.0,5223.0,4905.814144,3,2016,3,10
39.0,3,0,1,0,68,0.0,117.0,10.0,1961.0,2706.0,2428.3017,9,2015,3,39
12.0,443,1,2,0,1,1.0,118.0,6.0,5508.0,8095.0,1038.4331462999999,8,2015,6,33
21.0,231,1,5,2,40,0.0,257.0,13.0,5031.0,6069.0,5683.40005,3,2016,2,13
42.0,39,1,7,3,5,0.0,321.0,5.0,6437.0,18677.0,12882.991571999999,3,2016,1,13
32.0,165,0,3,0,84,0.0,225.0,8.0,1849.0,2694.0,2462.344192,9,2015,3,39
19.0,104,1,8,0,52,0.0,281.0,3.0,3770.0,8885.0,6568.09344,8,2015,1,34
1.0,14,1,6,0,67,0.0,128.0,3.0,4171.0,6053.0,5189.1147,8,2015,0,34
48.0,451,0,5,0,37,0.0,274.0,13.0,4012.0,7033.0,5789.1708,9,2015,1,38
29.0,441,1,5,0,95,1.0,221.0,16.0,4873.0,7837.0,973.6993728,8,2015,5,33
2.0,198,0,6,2,13,0.0,166.0,6.0,4095.0,5119.0,4775.282424,5,2015,2,19
43.0,451,0,7,0,76,1.0,303.0,14.0,8602.0,11470.0,1537.427925,12,2015,5,49
36.0,205,1,7,0,54,0.0,303.0,,2938.0,4037.0,3769.0129439999996,5,2015,1,19
47.0,11,1,7,3,67,0.0,297.0,9.0,445.0,925.0,972.7938,5,2015,4,19
30.0,268,0,3,2,10,0.0,331.0,14.0,2165.0,8274.0,5557.2542189999995,5,2015,2,19
32.0,162,1,5,1,3,0.0,296.0,16.0,5424.0,7717.0,6876.3222989999995,8,2015,5,33
45.0,452,0,2,0,20,0.0,130.0,8.0,4436.0,5903.0,5184.3081,11,2015,1,47
8.0,358,1,1,3,3,1.0,153.0,10.0,9109.0,24001.734375,1817.28575325,8,2015,0,34
16.0,423,1,5,0,48,0.0,292.0,13.0,4700.0,7605.0,6411.204000000001,5,2015,4,19
6.0,162,1,10,1,96,0.0,354.0,14.0,4214.0,6565.0,5668.23488,5,2015,3,19
8.0,58,1,3,0,35,0.0,219.0,13.0,3174.0,4717.0,4159.205925,8,2015,6,34
29.0,416,1,3,1,68,0.0,246.0,8.0,2390.0,7879.0,5330.7639,8,2015,2,34
36.0,452,1,7,0,82,0.0,319.0,17.0,5986.0,8298.0,7365.526784000001,8,2015,2,34
32.0,451,0,3,0,98,0.0,332.0,9.0,3912.0,6692.0,5557.571712,8,2015,5,34
20.0,358,0,3,3,62,0.0,258.0,5.0,2357.0,16620.0,9653.7276,9,2015,5,39
34.0,103,1,8,2,69,1.0,215.0,5.0,10175.0,14405.0,1857.90429,11,2015,2,47
15.0,115,0,6,0,38,0.0,128.0,,1565.0,2615.0,2213.701875,9,2015,1,39
25.0,452,0,1,0,95,0.0,159.0,13.0,3411.0,4893.0,4254.24384,9,2015,5,39
29.0,24,1,6,0,19,0.0,112.0,5.0,3182.0,4616.0,4012.5487049999997,9,2015,4,39
25.0,450,1,7,0,38,1.0,250.0,16.0,3929.0,9243.0,1024.4135475,11,2015,5,46
12.0,423,0,8,0,10,0.0,288.0,9.0,1864.0,4684.0,3564.593505,9,2015,0,38
2.0,58,1,3,0,10,1.0,250.0,11.0,5395.0,7471.0,1003.4116488,8,2015,0,34
19.0,358,1,10,3,63,1.0,398.0,13.0,9154.0,12909.0,1699.41024,3,2016,0,12
14.0,367,1,8,0,28,0.0,275.0,9.0,5201.0,9200.0,7463.27505,3,2016,0,13
2.0,437,1,8,0,66,0.0,292.0,5.0,7510.0,10814.0,9363.9942,8,2015,6,33
47.0,449,0,9,0,60,0.0,506.0,11.0,3490.0,4913.0,4606.0973,5,2015,2,19
1.0,204,1,8,0,98,0.0,278.0,1.0,3718.0,9054.0,6568.669184,3,2016,2,12
20.0,211,1,7,0,98,0.0,264.0,6.0,623.0,892.0,1007.2339199999999,9,2015,4,39
1.0,188,1,9,0,97,0.0,,10.0,3817.0,5173.0,5030.0096,5,2015,1,19
20.0,220,0,4,0,98,0.0,205.0,14.0,4018.0,6092.0,5191.234047999999,2,2016,1,8
7.0,447,1,8,0,36,1.0,219.0,3.0,5514.0,8055.0,,8,2015,5,33
4.0,93,0,2,2,25,0.0,120.0,9.0,3195.0,6291.0,4855.101825,3,2016,1,10
42.0,23,1,1,1,40,0.0,161.0,16.0,6527.0,10071.0,8282.6312,9,2015,5,39
19.0,150,0,6,2,33,0.0,110.0,8.0,3438.0,4833.0,4238.187975,3,2016,1,13
47.0,14,1,6,0,8,0.0,190.0,9.0,3861.0,5158.0,4703.089644,11,2015,2,46
34.0,469,1,6,0,74,0.0,117.0,10.0,4983.0,7062.0,6084.0648,5,2015,5,19
42.0,447,1,4,0,70,1.0,266.0,13.0,2866.0,3938.0,545.35437,9,2015,3,39
5.0,452,0,5,0,36,0.0,282.0,15.0,5855.0,8099.0,7251.296325,8,2015,2,34
47.0,23,1,3,2,12,0.0,334.0,10.0,2829.0,4733.0,4118.368122,8,2015,4,34
45.0,65,1,6,2,98,0.0,,6.0,4503.0,6263.0,5496.917888,5,2015,5,19
15.0,69,0,7,0,69,0.0,314.0,9.0,2809.0,5103.0,4230.8244,9,2015,5,39
24.0,58,0,8,0,6,1.0,262.0,4.0,4298.0,6275.0,832.50824085,12,2015,2,53
35.0,104,1,2,0,87,1.0,,6.0,1290.0,3881.0,402.132192,11,2015,2,46
41.0,447,1,8,0,49,1.0,266.0,1.0,5451.0,7768.0,1024.8228864,8,2015,5,34
28.0,451,0,7,0,6,0.0,252.0,15.0,,6674.0,6019.537986,9,2015,1,39
14.0,441,1,2,0,18,0.0,147.0,9.0,6631.0,8558.0,7747.565165999999,8,2015,2,34
23.0,152,1,3,0,34,1.0,311.0,11.0,1543.0,2083.0,318.10125375,9,2015,5,39
5.0,294,1,5,2,44,0.0,226.0,14.0,2236.0,7412.0,5024.3868,3,2016,0,13
15.0,57,1,2,0,60,0.0,103.0,5.0,1989.0,4271.0,3161.7824,9,2015,4,39
42.0,62,1,3,0,39,0.0,232.0,12.0,6442.0,13447.0,10162.958925,3,2016,4,11
45.0,14,0,8,0,37,0.0,268.0,3.0,3021.0,4135.0,,9,2015,1,39
40.0,294,0,1,2,5,0.0,118.0,11.0,1637.0,5433.0,3656.524311,2,2016,6,7
45.0,101,1,8,0,5,1.0,213.0,4.0,1885.0,2301.0,345.9913974,2,2016,4,5
32.0,149,1,8,0,26,0.0,210.0,4.0,7542.0,10066.0,8994.9762,8,2015,2,34
